Name,Price,Old,Discount,Stars_and_reviews
Oraimo FreePods Lite ENC 40-hour Playtime Havybass True Wireless Earbuds,"KSh 1,953","KSh 2,508",22%,4.2 out of 5(5)
"Oppo A58, 6.72'',50MP, 8GB+128GB, 4G, 5000mAh, Dual Stereo Speakers (Dual Sim)- Dazzling Green, (2YRs WRTY)","KSh 26,875","KSh 29,999",10%,4.2 out of 5(15)
Adidas Alliver M Men Running Shoes,"KSh 3,841","KSh 11,008",65%,5 out of 5(4)
Freeyond Smartwatch Sports IP68 Running FY Watch S1,"KSh 2,290","KSh 4,312",47%,4.3 out of 5(28)
Ramtons RW/116 - Twin Tub 10Kg Washer - White (1YR WRTY),"KSh 35,700","KSh 39,690",10%,4.6 out of 5(70)
Amtec AM-808 Sub Woofer Sound System -BT/USB/FM Black.,"KSh 3,000","KSh 5,000",40%,4 out of 5(11)
Oraimo Shark 4 Dual EQ IPX5 Waterproof Neckband Wireless Earphone-Black,"KSh 1,700","KSh 3,000",43%,4.8 out of 5(4)
Sun King Boom Solar Lamp 3 In 1 With FM,"KSh 5,939", , ,4.2 out of 5(37)
Nice & Soft White Standard Serviettes 100 Sheets,KSh 104,KSh 130,20%,4.3 out of 5(36)
Dove Baby Lotion Fragrance free 200ml,KSh 754,KSh 755,1%, 
Miniso Weather Series Reed Diffuser - Misty Rain,KSh 399, , ,4.8 out of 5(6)
Garnier Skin Active Hydrabomb Green Tea Tissue Face Mask,KSh 365, , ,4.3 out of 5(8)
Adidas Adilette Lite Slides Men,"KSh 2,499","KSh 5,739",56%,4.9 out of 5(9)
"Rashnik 3PCS Aluminium Cookware Set, Non Stick 20cm, 22cm and 24cm (RN-4801)","KSh 4,560", , ,5 out of 5(1)
USN Blue Lab 100% Whey Protein 454g (1 Lbs) - Vanilla,"KSh 3,499", , ,4.4 out of 5(245)
Nice & Lovely Bio Body Oil – 100ml,KSh 750, , ,4.3 out of 5(51)
Nice & Lovely Coconut Leave In Treatment - 110ml,KSh 280, , ,4.4 out of 5(11)
VON VSBT03BLW 500W Blender + Mill - 1.5L - White,"KSh 3,995","KSh 5,795",31%,4.5 out of 5(15)
Hisense Washing Machine 10/6kg Wash& Dry Front Load (2YRs WRTY),"KSh 73,999","KSh 78,999",6%,4.7 out of 5(6)
Rexona Antiperspirant Deodorant Roll On Quantum - 50ml,KSh 395, , ,4.8 out of 5(12)
Sun King Pro 200 Solar Lantern & USB,"KSh 3,500", , ,4.5 out of 5(26)
Miniso Flower Series-Reed Diffuser - Lily & Jasmine,KSh 359, , ,4.1 out of 5(17)
Maybelline Fit Me Powder  220 Nat Beige,"KSh 1,268","KSh 1,420",11%,4.6 out of 5(29)
LASA 8K Certified Ultra High Speed Hdmi Cable - 2M,KSh 680,"KSh 1,000",32%,4.8 out of 5(4)
Rashnik 3L Wooden Dish Rack – Brown,"KSh 2,160", , ,4.4 out of 5(11)
Rashnik 4 Slices Sandwich Maker RN 1711,"KSh 2,749","KSh 2,750",1%,4 out of 5(1)
Rashnik 481 ml Insulated Stainless Steel Green Food Thermos (RN-1438GREEN),KSh 600, , ,3.7 out of 5(3)
"Sandisk Ultra Flair 64GB USB 3.0 Flash Drive, 1YR WRTY","KSh 1,299", , ,5 out of 5(1)
Superfoam Morning Glory Medium Density Quilted  - Brown & Beige,"KSh 7,368 - KSh 14,737", , ,4.2 out of 5(42)
"Ecoflow Portable Power Station RIVER 2 Max, 512Wh LiFePO4 Battery/ 1 Hour  Fast Charging, Up To 1000W Output, For Outdoor Camping (5YRs WRTY)","KSh 64,999","KSh 90,999",29%,4.9 out of 5(9)
"Vitron HTC5568US - 55ﾔ 4K Smart Android LED TV - Black, 1YR WRTY","KSh 42,290","KSh 49,500",15%,4.2 out of 5(33)
Maybelline Fit Me Matte And Poreless Foundation 30 Ml - 350 CARAMEL,"KSh 1,790", , ,4.3 out of 5(477)
NIVEA Nourishing Cocoa Body Lotion 100ml,KSh 175,KSh 180,3%,4.5 out of 5(8)
Campo Viejo Campo Viejo Reserva Red Wine - 750 ML,"KSh 1,949","KSh 2,319",16%,4.7 out of 5(18)
NIVEA Creme Soft Shower Cream For Women - 500ml,KSh 798,KSh 843,5%,4.5 out of 5(33)
"Gld 24"" Full HD Digital Frameless LED Television - Black","KSh 9,239","KSh 10,995",16%,5 out of 5(2)
"TCL 50"" C645&nbsp;QLED 4K Quantum Dot Google TV Smart TV - Black","KSh 52,699","KSh 60,999",14%,4.7 out of 5(6)
Adidas Adilette Shower Slides Unisex,"KSh 2,299","KSh 4,600",50%,5 out of 5(6)
Go Turkey CRYSTAL TRANSPARENT JUG 1 LITER,KSh 999,"KSh 1,999",50%,3.3 out of 5(3)
Danny Home 6 Pcs Whiskey Glasses ( 1988-10),KSh 960, , ,4.3 out of 5(3)
"UMIDIGI G1 Tab Mini-8’‘HD（3GB,32GB）Flat Earphones Combo Set","KSh 5,999","KSh 10,999",45%, 
Maybelline SuperStay 30H Active Wear Foundation- 63 CAPPUCCINO,"KSh 2,299","KSh 2,400",4%,4.4 out of 5(61)
Miniso Men’s Long Handle Razor  - 10 Pack,KSh 359, , ,4 out of 5(7)
"Vivo V25 5G Aquamarine Blue 64MP Camera, 8GB + 8GB Extended RAM,256GB ROM,4500mAh (2YR WRTY)","KSh 24,999","KSh 45,999",46%,5 out of 5(1)
Jik Jik Colours 70ml,KSh 50, , ,5 out of 5(2)
USN Hyperbolic Mass - 2kg (4.4 Lbs) - French Vanilla,"KSh 3,599", , ,4.2 out of 5(134)
Miadi Miadi Hair Food - 85g,KSh 107, , ,4.4 out of 5(7)
Mara Rosemary Essential Oil- 30ml,KSh 800,"KSh 1,000",20%,4.5 out of 5(72)
"NIVEA His & Hers Shower Pack ( Deep Shower Gel - 500 Ml , Lemongrass & Oil Shower Gel -250 Ml)","KSh 1,635", , ,4.7 out of 5(20)
UNCOVER Sheet Mask Multipack Bundle,"KSh 1,050", , ,4.7 out of 5(113)
Freeyond Pods1 Earphones BT5.3  ENC Earbuds,"KSh 1,990","KSh 2,899",31%,4.5 out of 5(102)
Nunix Free Standing Dispenser Hot & Normal – K7N,"KSh 4,069","KSh 4,070",1%, 
Vaseline Lotion Men Cooling 400ml + FREE 95ml Petroleum Jelly,KSh 560, , ,4.6 out of 5(7)
Sundabest 6 PCS Black Classy Ceramic Bowl -10.5 Inch (9283),"KSh 1,480", , ,4 out of 5(2)
NIVEA Aloe & Hydration Body Lotion For Women - 400 Ml,KSh 640, , ,4.7 out of 5(27)
Ramtons RF/355 - 50*50 4 Gas Cooker,"KSh 24,768","KSh 29,400",16%,2.5 out of 5(2)
Mara Fenugreek Oil Infusion - 250 Ml,KSh 650,KSh 800,19%,4.3 out of 5(112)
"Vision Plus Vibe Pods Bluetooth Ear Buds Vibe Series - Black, (2YRs WRTY)","KSh 1,765","KSh 2,995",41%,4.4 out of 5(21)
Garnier Ampoule Tissue Face Mask - Watermelon And 1% Hyaluronic Acid 15g,KSh 395, , ,4.6 out of 5(148)
Omo Hand Washing Powder Extra Fresh - 2kg,KSh 730, , ,3.7 out of 5(3)
Miniso We Bare Bears Hand Cream Set(Strawberry+Avocado+Lemon),KSh 359, , , 
Nice & Lovely All In One Baby Bath & Wash – 300ml,KSh 850, , ,4.1 out of 5(16)
Sundabest 6 Pieces Tea Cups (10556),KSh 419,KSh 420,1%,3.9 out of 5(7)
Geisha Moringa Beauty Bar Soap - 125g,KSh 110, , ,5 out of 5(6)
Miniso Multi-color Electric Toothbrush Kit - Light Gray,KSh 599, , ,4.2 out of 5(10)
NIVEA Black & White Clear Anti-Perspirant Spray - 150ml (Pack Of 2),"KSh 1,440", , ,4.6 out of 5(99)
"Freeyond M5,8GB+128GB,6.52"", 50MP,4G Smartphone 5000mAh Dual SIM Android Phone","KSh 13,900","KSh 24,648",44%,4.2 out of 5(199)
Miniso Encounter Series Reed Diffuser Lavender 28mL,KSh 459, , ,3.8 out of 5(4)
Omo Hand Washing Powder Extra Fresh 500g,KSh 220, , ,3.7 out of 5(3)
Adidas Runfalcon 3.0 K Kids Running Shoes,"KSh 3,657","KSh 7,314",50%,5 out of 5(3)
Oraimo Smart Clipper Plus Cordless Hair Clipper,"KSh 1,900","KSh 3,800",50%,5 out of 5(1)
Garnier Ampoule Tissue Face Mask - Kale And 2% Niacinamide 15g,KSh 395, , ,4.8 out of 5(142)
"VON VEL32HSVF, 32"" LED TV HD Ready Smart TV ? Black (1YR WRTY)","KSh 16,299","KSh 20,495",20%,4.3 out of 5(6)
LASA Bedside Telephone Side Table For Bedroom Living Room,"KSh 3,650","KSh 6,500",44%,4.5 out of 5(2)
Adidas Adilette Aqua Slides Women,"KSh 1,999","KSh 4,600",57%,4.7 out of 5(6)
Miniso Golden Cap Oil-based Nail Polish - Base Coat,KSh 159, , ,5 out of 5(1)
Vision Plus Quick Charger With USB C Included - Black,KSh 475,KSh 600,21%,3 out of 5(2)
LASA USB Micro B To Type C 3.1 To External Hard Drive Cable,KSh 400,KSh 695,42%,5 out of 5(5)
Kotex Kotex Regular 16 Tampons,KSh 329,KSh 330,1%,4.7 out of 5(20)
Maybelline New York Superstay Hybrid powder- foundation shade 60,"KSh 2,650", , ,3 out of 5(3)
Velvex Cling Film 45cm X 15m Single Roll,KSh 120,KSh 150,20%,3.7 out of 5(3)
Kenyan Originals KO Classic Can 200ml X 4,KSh 509, , ,4.4 out of 5(5)
Bio-Oil Bio-oil Dry Skin Gel 200ml,"KSh 1,244","KSh 1,245",1%,4.5 out of 5(35)
Knorr Soft Cube Chicken Seasoning 6's,KSh 100, , ,4.6 out of 5(5)
Mara Eucalyptus Essential Oil -30ml,KSh 700,KSh 900,22%,4.6 out of 5(66)
Mara Aloe Vera Powder 100g,KSh 490,KSh 600,18%,4.5 out of 5(65)
Dettol Antibacterial Soap Glycerine - 100g,KSh 200, , ,5 out of 5(2)
Dr. Rashel Vitamin C Brightening & Anti-Aging Face Serum - 50ml,KSh 750,"KSh 1,000",25%,4.2 out of 5(24)
Sunlight Hand Washing Powder Spring Sensation 1kg,KSh 360, , ,4.6 out of 5(18)
Aquafresh Aquafresh Fresh N Minty - 100ml,KSh 298, , ,4.8 out of 5(9)
Nunix 3 Tier Wooden Kitchen Rack - Blue,"KSh 2,304", , , 
EDENBERG EB-3605 – 7PCs Kitchen Tools Utensils Set – Black Grey,"KSh 1,320", , ,4 out of 5(2)
Adidas Runfalcon 3.0 W Women Running Shoes,"KSh 4,576","KSh 9,152",50%,4.9 out of 5(10)
Maybelline Superstay Vinyl Ink 30 Unrivalled,"KSh 1,804","KSh 2,795",35%,4.6 out of 5(33)
Miniso Hydrating Facial Sheet Mask (Bulgarian Rose),KSh 113, , ,4.8 out of 5(10)
Nunix Nunix Portable Electric Room Heater With 3 Heat Settings- HQ1232,"KSh 2,160", , ,5 out of 5(4)
U&I Bullet Series 10000mAh Power Bank - Black,KSh 999,"KSh 1,750",43%, 
Itel SONES TWS SONES BudsAce- White,"KSh 1,400","KSh 2,200",36%,4.7 out of 5(6)
Maybelline New York Hydrating Lifter Gloss Bubblegum Shade,"KSh 1,400","KSh 2,000",30%,4.8 out of 5(13)
Chrome Chrome Vodka - 750 Ml,KSh 699,KSh 760,8%,4.4 out of 5(122)
UNCOVER Sheet Mask: I Am Brilliant – Vitamin C (3pcs),"KSh 1,050", , ,4.8 out of 5(81)
U&I High Quality Type-C & PD Fast Charger,KSh 699,"KSh 1,200",42%,3 out of 5(2)
"Amtec AM-508 2.1ch Bluetooth HIFI Speaker 8000W,Remote Control Purple/Orange","KSh 3,889","KSh 5,200",25%,5 out of 5(1)
Oraimo Firefly 3 10W Fast Charging Charger Kit With TypeC,KSh 500,KSh 735,32%,3.8 out of 5(4)
Miniso Fascinating Sakura Lady Perfume,KSh 359, , ,4.8 out of 5(4)
Kenyan Originals KO Rose & Cucumber Can 200ml X 4,KSh 509, , ,4.4 out of 5(7)
L'Oréal Paris Revitalift Filler Hyaluronic Acid Replumping Tissue Face Mask,KSh 455,KSh 650,30%,4 out of 5(25)
Sun King Home 60 With Radio Solar Light,"KSh 11,696","KSh 11,700",1%,4.5 out of 5(30)
LASA 6-Cube Storage Organizer Closet Shelves Plastic Cabinet,"KSh 2,550","KSh 4,300",41%, 
Huggies Baby Wipes Natural Care 168 Sheets,KSh 299,KSh 300,1%,1 out of 5(1)
Vision Plus 1 Meter Type C Cable - Black,KSh 145,KSh 200,28%,4 out of 5(2)
L'Oréal professionnel Scalp Advanced Anti-Dandruff Dermo-Clarifier Shampoo  300ml,"KSh 2,488", , ,4.4 out of 5(7)
EDENBERG 6 Pc Knife Set With Acrylic Stand And Rubber Handle (Eb-11006 Black),"KSh 1,559","KSh 1,560",1%,4.7 out of 5(3)
UR Fashion 19-Inch High Quality Multifunctional Large Capacity Business College School Travel Laptop Backpack - Grey,"KSh 2,299", , ,4.7 out of 5(3)
Soarin SR-1172- 1000 Watts Electric Dry Iron Box - Silver,"KSh 1,180","KSh 1,460",19%,3.6 out of 5(85)
"Oppo Reno11 F 5G,6.7"",8GB+256GB, 64MP,5000mAh,(Dual Sim) Palm Green (2YR WRTY)","KSh 45,999","KSh 49,999",8%,5 out of 5(1)
Mosara Deep Treatment Masque - 400G.,"KSh 1,100", , ,4.8 out of 5(20)
Adidas Adilette Aqua Slides Unisex,"KSh 2,199","KSh 4,600",52%,4.7 out of 5(11)
Rosy Antibacterial Hand Sanitizer With Pump - 500ml,KSh 335, , ,4.6 out of 5(33)
Ramtons RM/672 - 20LT Manual Microwave - Black (1YR WRTY),"KSh 10,900", , ,4.6 out of 5(33)
"RichRipple 1.83"" 3 Smart Watch Bands Gift Box Smart Watches","KSh 1,699","KSh 2,999",43%,3.7 out of 5(3)
Defacto Woman Young Regular Fit Crew Neck Knitted Short Sleeve T-Shirt - Black,KSh 457,"KSh 1,142",60%,4.6 out of 5(10)
Royco Nyama Choma Spice 50g,KSh 130, , ,5 out of 5(2)
Oraimo Duraline  DataCable Lightning & Type-C & Micro USB,KSh 800,"KSh 1,200",33%,4.8 out of 5(9)
Dettol Dettol Soap Herbal 175g,KSh 270,KSh 300,10%,4.7 out of 5(3)
Rosy Fresh Flowers Liquid Hand Wash 330ml With Flip Top,KSh 75, , ,4.6 out of 5(12)
Mara Avocado Oil( Crude)- 125ml,KSh 500,KSh 600,17%,4.5 out of 5(206)
Bacardi Bacardi Carta blanca 750ml,"KSh 1,799","KSh 2,425",26%,5 out of 5(4)
Miniso Men's Volcanic Mud Nose Pore Strips (10 pcs),KSh 359, , , 
Royco Mchuzi Mix Beef Flavour Seasoning - 500g,KSh 319, , ,4.8 out of 5(14)
L'Oréal professionnel Steampod 3.0 Steam Powered Flat Iron & Hair Straightener,"KSh 33,900", , ,4.7 out of 5(15)
Durbanville Durbanville Collectors Reserve Sauvignon 750ml,"KSh 3,529", , ,4.3 out of 5(3)
Adidas Adilette Aqua Slides Kids,"KSh 1,999","KSh 3,809",48%,4.7 out of 5(3)
RichRipple RGB Portable Bluetooth Speaker AUX Audio TF Card 360 Surround Sound,"KSh 1,269","KSh 1,699",25%,3.5 out of 5(4)
NIVEA Deep Care Bundle,"KSh 1,190", , ,4.8 out of 5(9)
Ramtons RM/579- Blender +Mill 1.5 Liters 2 Speed (1YR WRTY),"KSh 5,100", , ,4.4 out of 5(71)
L'Oréal professionnel Absolut Repair Molecular Hair Shampoo 300ML,"KSh 3,318", , ,5 out of 5(1)
Revlon ColorStay Makeup Combination/Oily Skin SPF15 30ml- Hickory,"KSh 1,700","KSh 3,273",48%,4.6 out of 5(5)
Velvex Disinfectant Spray Summer Breeze 530ml,KSh 250, , ,3.8 out of 5(13)
Adidas Essentials Embroidered Small Logo T-Shirt Men,"KSh 1,905","KSh 3,809",50%,4.8 out of 5(5)
Proline BENTONITE CLUMPING CAT LITTER MARSEILLE SOAP 10L,"KSh 2,473", , ,4.8 out of 5(38)
Proline  BENTONITE CLUMPING CAT LITTER ALOE-VERA SCENTED 5L,"KSh 1,267", , ,2 out of 5(1)
Malibu Malibu Carribean Rum With Coconut Liqueur - 700ml,"KSh 1,649","KSh 2,060",20%,4.7 out of 5(53)
VERSMAN Legend Lotion- 400ml,KSh 520, , ,4 out of 5(14)
"AILYONS ELP2601K 2.1CH Subwoofer Home Theatre Multimedia Speaker System, 1YR WRTY","KSh 4,399","KSh 6,599",33%,1 out of 5(1)
Sun King Home 200X Solar Home Light System - Yellow,"KSh 15,360", , ,2.3 out of 5(3)
Miniso Simple Desktop Trash Can,KSh 299, , ,3.7 out of 5(3)
Omo Hand Washing Powder Fast Action - 500g,KSh 220, , ,5 out of 5(2)
Aworky Limited Baby Care Grooming Kit,KSh 599,KSh 900,33%,4.8 out of 5(11)
Aworky Limited Portable Shoe Rack - 36 Pairs,"KSh 1,999","KSh 2,500",20%,3 out of 5(1)
Defacto Woman Core Regular Fit V Neck Knitted Short Sleeve T-Shirt - Black,KSh 588,"KSh 1,175",50%,4.5 out of 5(11)
Sundabest Plain White Decorated Dinner Plates 6 Pcs (311009774),KSh 900, , ,3 out of 5(1)
Durex Mutual Climax Condoms 3's,KSh 800, , ,3.4 out of 5(5)
Maybelline New York SuperStay Hybrid powder - foundation Shade 75,"KSh 2,650", , ,4.6 out of 5(5)
Adidas Adilette Shower Slides Unisex,"KSh 2,299","KSh 4,600",50%,4.2 out of 5(5)
LASA 3.5mm Male To Female Stereo Audio Extension Cable 2M,KSh 300,KSh 595,50%,5 out of 5(3)
Itel ICW-051U UK Standard 5W Charger,KSh 250,KSh 400,38%,5 out of 5(2)
Miniso U-shaped Spray Bottle 60ml - Pink,KSh 285, , ,5 out of 5(2)
Nunix Nunix 3 Layer Stainless Steel Dishrack DR3S,"KSh 2,304", , ,4.2 out of 5(6)
"UMIDIGI G1 Tab Mini-8’‘HD（3GB,32GB）5000mAh,Android 14-Space Grey","KSh 5,999","KSh 11,900",50%, 
Nunix 20L Digital Microwave (No Grill),"KSh 8,828","KSh 8,829",1%,4.2 out of 5(6)
Rashnik RN-1023 Electric Mixer And Grinder - 750 Watts,"KSh 3,299","KSh 3,300",1%,5 out of 5(2)
Defacto Girl Casual Regular Fit Short Sleeve Woven Dress - Red,"KSh 1,337","KSh 3,343",60%,4.7 out of 5(3)
Jameson Jameson Black Barrel Irish Whiskey - 750ml,"KSh 4,099","KSh 4,591",11%,4.4 out of 5(18)
Revlon Ultra HD Vinyl Lip Polish- 905 She's On Fire,"KSh 1,250","KSh 2,481",50%,4.1 out of 5(9)
Defacto Man Slim Fit Knitted Short - Grey,KSh 891,"KSh 2,226",60%,5 out of 5(4)
Aworky Limited Stripped Door Mat,KSh 399,KSh 600,34%,5 out of 5(1)
L'Oréal professionnel  Absolut Repair Molecular Leave-In-Mask 100ML,"KSh 3,649", , ,5 out of 5(2)
Adidas Widewalk M Men Running Shoes,"KSh 3,290","KSh 10,112",67%,5 out of 5(3)
Mara Ayurvedic Starter's Kit,"KSh 1,850","KSh 2,450",24%,4.7 out of 5(88)
Defacto Woman Special Collection Paperbag Denim Trousers - Blue,"KSh 1,637","KSh 4,095",60%,4.6 out of 5(10)
Adidas Runfalcon 3.0 K Kids Running Shoes,"KSh 3,657 - KSh 7,314","KSh 7,314",50%,5 out of 5(6)
"Haier 43"" Android Frameless Full HD TV - Black","KSh 29,565","KSh 35,500",17%,3 out of 5(2)
Absolut Absolut Vodka Blue - 750ml,"KSh 1,949","KSh 2,457",21%,4.5 out of 5(38)
Vision Plus VP2120SB - Sound Pro Wireless - 160W RMS - Black (2YRs WRTY),"KSh 16,000","KSh 20,995",24%,4.3 out of 5(24)
LASA CAT7 10G Ethernet Flat Network Cable With Gold Plated RJ45 5m Black,KSh 795, , ,4 out of 5(1)
Adidas Galaxy 6 Women Shoes,"KSh 4,590","KSh 9,180",50%,4.3 out of 5(3)
BJS GREY 60x60 3+1 Electric/Gas Cooker - W/ Turbo Fan - Oven 60L Capacity,"KSh 34,999","KSh 42,999",19%,5 out of 5(1)
LASA 110cm Storage Ottoman Padded Foldable Bench With Lid,"KSh 5,950","KSh 9,360",36%, 
Catpapa 0-18 Months Baby Girl Summer Costumes Ribbed Bodysuit Floral Pants Set,"KSh 1,592","KSh 2,653",40%, 
"C Idea Android 12 Tablet SIM 256GB ROM 800*1280 With Case, Keyboard CM835 Green","KSh 7,999","KSh 15,000",47%, 
"Dettol Dettol Liquid, 500ml","KSh 1,350", , ,5 out of 5(1)
Nunix G1007 New Design Infrared Gas Burner,"KSh 3,052", , ,4.3 out of 5(6)
Superfoam Morning Glory Heavy Duty Quilted Mattress - Red & White,"KSh 8,421 - KSh 16,842", , ,3.9 out of 5(14)
L'Oréal professionnel Absolut Repair Conditioner  200ml,"KSh 2,156", , ,4.9 out of 5(10)
Mara Vitamin E Oil - 50ml,KSh 900,"KSh 1,000",10%,4.4 out of 5(7)
Martini Martini Bianco 750ml,"KSh 1,999","KSh 2,645",24%,4.6 out of 5(33)
SIMI S102 1.77inch Feature Phone Dual SIM Card 1050mAh,"KSh 1,499","KSh 1,699",12%,3.7 out of 5(21)
Geisha Green Aloe Vera and Honey Value Pack (3 Pieces),KSh 335, , ,4.9 out of 5(14)
Kotex Kotex Panty Liners 20'S Deo,KSh 179,KSh 180,1%,3.6 out of 5(12)
L'Oréal professionnel L&rsquo;Or&eacute;al Professionnel - Absolut Repair Golden Mask 250ml.,"KSh 2,239", , ,4.9 out of 5(24)
"Maybelline Lifter Gloss Hydrating Lip Gloss With Hyaluronic Acid,Bronze","KSh 2,000", , ,4.5 out of 5(29)
Knorr Soft Cube Beef Seasoning 6's,KSh 100, , ,4.9 out of 5(8)
Sun King Home 40 Plus Solar Home Light System - Yellow,"KSh 6,753","KSh 6,754",1%,4.5 out of 5(6)
Defacto Man Casual BackPack - Beige,KSh 777,"KSh 1,941",60%,3.5 out of 5(2)
Wahl Kinyozi Shaving Machine MultiCut Pro Lithium-Ion Clipper,"KSh 7,999","KSh 10,000",20%,5 out of 5(3)
Royco Cinnamon Ground Spice 45g,KSh 130, , ,4 out of 5(2)
L'Oréal professionnel Absolut Repair Molecular Hair Rinse-off Serum 250ML,"KSh 3,649", , ,5 out of 5(4)
Rashnik 482 ml Insulated Stainless Steel Pink Food Thermos (RN-1438PINK),KSh 600, , ,3 out of 5(2)
Superfoam Premium High Density Quilted Mattress,"KSh 12,632 - KSh 40,000", , , 
"Amtec AM-732 3.1CH Subwoofer Bluetooth System, FM/USB/SD - Black","KSh 6,670","KSh 8,500",22%,4.4 out of 5(5)
Adidas Essentials Embroidered Small Logo T-Shirt Men,"KSh 2,140","KSh 4,579",53%,4.8 out of 5(8)
Valon Valon Petroleum Jelly Cocoa Soft 250ml,KSh 314, , , 
"Freeyond F9,3GB+128GB,6.52"" 4G Smartphone,13.0MP 5000mAh, Dual SIM Android Phones","KSh 11,662","KSh 22,670",49%,3.9 out of 5(318)
NIVEA MEN Energy Shower Gel - 250 Ml,KSh 519,KSh 540,4%,4.8 out of 5(21)
Maybelline Fit Me Matte And Poreless Foundation 30 Ml - 336 WARM OLIVE,"KSh 1,790", , ,4.3 out of 5(33)
Aworky Limited Round Mosquito Net,"KSh 1,199 - KSh 1,499","KSh 1,500 - KSh 1,999",40%,4.7 out of 5(43)
"Amtec AM-734 3.1CH Subwoofer Bluetooth System, FM/USB/SD - Black","KSh 6,670","KSh 7,500",11%,3 out of 5(2)
LASA CE-LINK AUX Audio 3.5mm Cable Car Elbow Flat Male To Male - 1.5m,KSh 595,"KSh 1,150",48%,5 out of 5(1)
Oraimo Boom Powerful Portable Wiress Speaker- Black 1YR WRTY,"KSh 6,999","KSh 9,000",22%,4.8 out of 5(5)
Vaseline Petroleum Jelly Baby- 95ml,KSh 150, , ,5 out of 5(2)
Dr. Rashel Hyaluronic Acid Essence Cleansing Mousse,KSh 720,"KSh 1,200",40%,4.6 out of 5(9)
Ramtons RM/553 - 21 Litre Tank Wet And Dry Vacuum Cleaner - Black.,"KSh 14,200", , ,4.3 out of 5(412)
EDENBERG Set Of Professional Stainless Steel Knives 7 Pieces With Support Eb-11025 White,"KSh 1,560", , ,5 out of 5(1)
Adidas Tensaur Sport 2.0 K Kids,"KSh 3,106","KSh 6,211",50%,5 out of 5(5)
Sokany Crepe Maker Baking Pancake Pan - SK 5208,"KSh 1,440", , ,5 out of 5(1)
Harpic Harpic Toilet Cleaner: Floral 1000ml,"KSh 1,150", , ,4 out of 5(2)
Nunix Nunix Portable 2 In 1 Room Heater With Rotating Function,"KSh 2,160", , ,2.7 out of 5(3)
Vaseline Dry Skin Repair Void 400ml,KSh 550, , ,4.6 out of 5(15)
Miniso City Series-Reed Diffuser - Lemon,KSh 359, , ,5 out of 5(2)
Adidas Galaxy 6 Shoes Men,"KSh 5,223","KSh 9,589",46%,4.5 out of 5(13)
Boma Food Chopper  BM-7002 2L - 2-Speed Setting with 300W motor,"KSh 1,584", , ,5 out of 5(2)
Nice One 6PCS 300ML  High Quality Classy Whiskey Wine Water Glass Cups (BQL024 GLASS WARE),KSh 799,KSh 999,20%,3.5 out of 5(2)
Defacto Boy Casual Regular Fit Crew Neck Knitted Short Sleeve T-Shirt - Ecru,KSh 443,"KSh 1,110",60%,4.6 out of 5(13)
LASA USB 3.0 Adapter Cable For 2.5 SATA SSD/HDD Drives,KSh 800,"KSh 1,250",36%,5 out of 5(5)
Defacto Man Young Regular Fit Crew Neck Short Sleeve Knitted T-Shirt - Black,KSh 777,"KSh 1,941",60%, 
Ramtons FORBES NECTAR 4000LT NXT GRAVITY PURIFIER - RM/677  (1YR WRTY),"KSh 10,872","KSh 12,950",16%,4.8 out of 5(4)
Defacto Woman Coool Oversize Fit Knitted Short Sleeve T-Shirt - White,KSh 622,"KSh 1,553",60%,3 out of 5(1)
Velvex Toilet Paper White 10 Pack Unwrapped,KSh 459,KSh 595,23%,4.7 out of 5(270)
"Ramtons RF/173, 2 Door Direct Cool Fridge, 128 Litres - Silver","KSh 37,299","KSh 39,300",5%,4.2 out of 5(348)
"C Idea Android 12 SIM Tablet 256GB ROM 800*1280 With Case, Keyboard CM835 Purple","KSh 7,999","KSh 15,000",47%, 
Maybelline Volume Express Colossal 36hr Waterproof Mascara,"KSh 1,635", , ,4.4 out of 5(102)
"Skyworth 55G3A, 55-inches 4K UHD Frameless Smart Android TV, Black (1YR WRTY)","KSh 52,999","KSh 65,999",20%,4.2 out of 5(13)
BOMGE 4-Channel Dynamic Wireless Microphone System Red And Grey,"KSh 5,200","KSh 8,441",38%,4.8 out of 5(6)
"Jbl Charge 5, Portable Bluetooth Speaker - Blue","KSh 26,795", , , 
Ramtons RM/306 - 150ml Steam Iron - White & Green,"KSh 2,200", , ,4.4 out of 5(173)
Velvex Multipurpose Sanitizer Spray 530ml,KSh 500, , ,4.6 out of 5(14)
Omo Omo Bleach Regular 700ml  +Colors 700ml,KSh 819, , ,4.8 out of 5(6)
Mara Turmeric Powder 250g,KSh 400,KSh 500,20%,4.2 out of 5(16)
LASA 2-Drawer Storage - Rustic Brown,"KSh 3,450","KSh 6,850",50%, 
L'Oréal professionnel L&rsquo;Or&eacute;al Professionnel Curl Expression  Long Lasting Intensive Leave In Moisturizer 200ML,"KSh 3,152", , ,5 out of 5(1)
Dettol Dettol Bathing Soap Even Tone 90g,KSh 160, , ,4 out of 5(1)
Miniso Mini Family Sports Desktop Trash Can Minisau,KSh 359, , ,5 out of 5(2)
Maybelline Fit Me Matte And Poreless Foundation 30 Ml - 362 DEEP GOLDEN,"KSh 1,790", , ,4.4 out of 5(210)
Defacto Woman Casual Belt - Black,KSh 483,"KSh 1,208",60%,4.8 out of 5(5)
Nice & Lovely Jelly In Cream Ultra Moisturizing Shea Butter 302g,KSh 565, , ,4.5 out of 5(32)
Mara Spirulina Powder- 100g,"KSh 1,000", , ,4 out of 5(9)
